,Age,Gender,Weight,Daily Water Intake,Physical Activity Level,Weather,Hydration Level
590,63,Male,90,3.1,High,Cold,Good
591,38,Male,70,2.75,Moderate,Cold,Good
592,19,Female,72,2.89,Moderate,Hot,Good
593,43,Female,69,1.95,Low,Normal,Poor
594,51,Male,92,3.24,Low,Hot,Good
595,61,Female,59,1.56,Moderate,Cold,Poor
596,40,Male,90,3.62,High,Cold,Good
597,60,Female,65,1.85,Moderate,Normal,Poor
598,33,Male,91,2.0,Low,Cold,Poor
599,32,Female,69,3.42,Moderate,Hot,Good
600,68,Male,59,1.5,Low,Normal,Poor
601,30,Female,63,1.99,Moderate,Normal,Good
602,21,Male,96,3.25,Moderate,Cold,Good
603,46,Female,72,1.9,Low,Cold,Poor
604,33,Male,80,3.32,High,Cold,Good
605,19,Male,93,3.27,Low,Normal,Good
606,43,Female,51,2.91,Moderate,Hot,Good
607,27,Male,83,2.22,Low,Cold,Poor
608,24,Male,107,3.32,Moderate,Normal,Good
609,59,Female,105,2.31,Low,Cold,Poor
610,53,Male,51,3.25,High,Hot,Good
611,61,Female,89,3.2,High,Cold,Good
612,30,Male,66,4.0,High,Hot,Good
613,39,Male,53,2.38,Moderate,Normal,Good
614,32,Female,54,1.99,Low,Hot,Good
615,59,Female,68,1.5,Low,Cold,Poor
616,43,Male,81,2.73,Moderate,Normal,Good
617,41,Female,63,2.24,Low,Normal,Good
618,56,Male,62,3.03,Moderate,Hot,Good
619,27,Male,99,4.76,High,Hot,Good
620,64,Female,93,2.43,Low,Cold,Poor
621,51,Male,77,2.43,High,Cold,Good
622,34,Male,66,2.2,Low,Hot,Good
623,32,Male,79,3.18,Low,Hot,Good
624,49,Male,55,2.08,Low,Hot,Good
625,31,Female,101,4.03,High,Normal,Good
626,19,Female,108,2.58,Low,Cold,Poor
627,38,Male,62,3.46,High,Hot,Good
628,56,Male,85,2.64,Moderate,Cold,Good
629,56,Female,68,2.07,High,Cold,Good
630,36,Female,86,3.69,Low,Hot,Good
631,62,Female,80,2.69,High,Normal,Good
632,50,Male,80,3.29,Moderate,Hot,Good
633,25,Male,85,3.17,Moderate,Normal,Good
634,30,Male,93,4.82,High,Hot,Good
635,22,Female,88,2.37,Low,Normal,Poor
636,38,Male,52,2.94,High,Normal,Good
637,67,Male,88,2.36,Moderate,Cold,Poor
638,20,Male,46,2.57,High,Cold,Good
639,19,Male,79,3.8,Moderate,Hot,Good
640,47,Female,52,2.34,Low,Hot,Good
641,53,Female,75,2.4,Moderate,Cold,Good
642,33,Female,106,3.3,Moderate,Cold,Good
643,33,Male,56,2.53,High,Normal,Good
644,29,Male,52,2.06,Moderate,Cold,Good
645,33,Male,74,3.65,High,Hot,Good
646,45,Male,49,1.71,Low,Normal,Good
647,61,Male,109,4.01,Low,Hot,Good
648,38,Male,66,1.77,Moderate,Cold,Poor
649,56,Male,76,1.61,Low,Normal,Poor
650,33,Female,82,3.82,High,Hot,Good
651,31,Male,80,3.4,Moderate,Hot,Good
652,67,Female,46,2.22,High,Cold,Good
653,26,Male,109,2.78,Low,Cold,Poor
654,69,Male,106,3.33,Moderate,Normal,Good
655,21,Female,99,3.63,High,Normal,Good
656,39,Male,87,2.68,Low,Normal,Good
657,54,Female,56,2.31,Moderate,Normal,Good
658,59,Male,82,2.68,Moderate,Cold,Good
659,52,Female,74,3.0,High,Cold,Good
660,47,Female,50,1.84,Low,Hot,Good
661,24,Female,96,4.9,High,Hot,Good
662,32,Male,65,1.5,Low,Cold,Poor
663,44,Male,46,1.6,Moderate,Normal,Good
664,31,Female,64,2.19,Moderate,Cold,Good
665,27,Female,69,2.35,Moderate,Cold,Good
666,50,Female,80,2.51,Low,Normal,Good
667,18,Female,98,3.97,Low,Hot,Good
668,69,Male,47,3.26,High,Hot,Good
669,23,Female,69,3.94,High,Hot,Good
670,51,Male,52,2.24,High,Normal,Good
671,21,Female,69,1.8,Low,Normal,Poor
672,62,Male,104,4.8,High,Hot,Good
673,49,Male,57,2.15,Low,Normal,Good
674,37,Male,62,1.64,Low,Normal,Poor
675,23,Female,76,2.0,Low,Normal,Poor
676,19,Female,104,4.68,High,Hot,Good
677,48,Male,49,2.95,Moderate,Hot,Good
678,27,Male,46,1.5,Low,Normal,Good
679,67,Male,75,2.35,Moderate,Cold,Good
680,26,Female,53,1.5,Moderate,Cold,Poor
681,26,Male,72,1.96,Low,Normal,Poor
682,68,Female,51,2.12,Low,Hot,Good
683,50,Male,48,1.77,Moderate,Cold,Good
684,57,Female,61,1.5,Low,Cold,Poor
685,69,Female,96,3.74,High,Normal,Good
686,55,Female,94,2.65,Moderate,Normal,Poor
687,69,Female,107,2.86,Low,Normal,Poor
688,52,Male,51,1.5,Low,Cold,Poor
689,39,Male,58,1.5,Low,Normal,Poor
690,39,Male,49,2.68,High,Hot,Good
691,19,Male,106,3.86,Low,Hot,Good
692,55,Female,65,2.11,Moderate,Cold,Good
693,56,Female,49,1.59,High,Cold,Good
694,38,Male,97,2.91,Low,Cold,Good
695,62,Male,76,2.47,Moderate,Normal,Good
696,52,Female,104,3.17,Moderate,Cold,Good
697,38,Male,96,3.35,High,Cold,Good
698,43,Female,78,2.86,Low,Hot,Good
699,35,Female,96,2.94,Low,Cold,Good
700,59,Female,65,1.81,Low,Cold,Poor
701,66,Male,108,3.93,Low,Hot,Good
702,26,Male,85,3.74,High,Normal,Good
703,65,Male,73,2.67,High,Normal,Good
704,67,Female,102,3.21,High,Cold,Good
705,57,Male,65,1.68,Low,Cold,Poor
706,51,Male,52,2.86,Moderate,Hot,Good
707,25,Female,93,3.6,Low,Hot,Good
708,40,Female,89,3.02,Low,Hot,Good
709,49,Male,88,3.35,High,Cold,Good
710,54,Female,52,2.5,High,Hot,Good
711,40,Male,87,4.47,High,Hot,Good
712,68,Female,68,2.35,High,Normal,Good
713,34,Male,49,2.68,Moderate,Hot,Good
714,57,Female,102,4.42,High,Hot,Good
715,53,Male,55,2.82,High,Normal,Good
716,36,Male,51,3.51,High,Hot,Good
717,68,Female,102,3.06,Low,Hot,Good
718,47,Female,52,2.33,High,Normal,Good
719,55,Female,52,1.73,Moderate,Cold,Good
720,42,Male,94,2.53,Moderate,Cold,Poor
721,53,Female,85,3.41,Low,Hot,Good
722,67,Female,54,2.62,High,Normal,Good
723,29,Male,46,2.18,High,Cold,Good
724,49,Male,60,2.61,Moderate,Normal,Good
725,51,Female,55,1.59,Low,Hot,Poor
726,34,Male,84,3.32,Low,Hot,Good
727,26,Male,69,3.15,Moderate,Hot,Good
728,31,Male,66,2.95,Moderate,Hot,Good
729,37,Male,88,2.34,Low,Normal,Poor
730,63,Male,65,1.94,Moderate,Normal,Poor
731,49,Female,83,3.34,Moderate,Normal,Good
732,58,Male,91,2.68,Moderate,Normal,Poor
733,30,Male,65,3.13,Low,Hot,Good
734,63,Female,51,2.61,High,Hot,Good
735,49,Female,66,2.96,Moderate,Normal,Good
736,39,Male,73,2.12,Low,Cold,Poor
737,19,Male,73,2.58,Moderate,Cold,Good
738,69,Female,71,3.0,Low,Hot,Good
739,32,Male,67,3.55,Moderate,Hot,Good
740,30,Male,66,2.72,High,Cold,Good
741,50,Female,100,3.61,Moderate,Normal,Good
742,36,Female,67,2.7,Moderate,Normal,Good
743,56,Female,69,3.23,Moderate,Hot,Good
744,64,Female,52,1.5,Low,Cold,Poor
745,33,Female,45,2.29,High,Cold,Good
746,20,Female,109,4.25,Moderate,Hot,Good
747,52,Male,108,3.94,Low,Hot,Good
748,60,Male,54,2.56,High,Normal,Good
749,63,Female,71,1.72,Low,Cold,Poor
750,65,Male,57,2.45,High,Normal,Good
751,53,Female,102,3.3,High,Normal,Good
752,34,Female,58,1.69,Low,Cold,Poor
753,37,Female,60,1.5,Low,Cold,Poor
754,23,Female,100,4.0,High,Normal,Good
755,21,Female,48,2.16,Moderate,Normal,Good
756,41,Female,70,2.49,Moderate,Normal,Good
757,38,Female,98,4.14,High,Normal,Good
758,38,Male,82,3.13,High,Normal,Good
759,62,Male,64,3.22,High,Hot,Good
760,24,Female,48,1.5,Low,Cold,Good
761,20,Male,102,3.82,High,Cold,Good
762,21,Male,68,2.92,High,Cold,Good
763,35,Female,63,2.86,Moderate,Hot,Good
764,36,Male,93,3.43,Moderate,Normal,Good
765,36,Female,66,1.88,Low,Cold,Poor
766,29,Male,74,2.9,Moderate,Cold,Good
767,48,Male,108,3.26,Low,Normal,Good
768,62,Male,99,3.41,Moderate,Normal,Good
769,50,Female,62,2.93,Moderate,Hot,Good
770,66,Female,91,2.63,Low,Cold,Poor
771,62,Female,77,2.13,Moderate,Cold,Poor
772,21,Male,64,2.71,Moderate,Normal,Good
773,44,Male,59,2.38,High,Cold,Good
774,31,Male,53,2.74,Low,Hot,Good
775,22,Male,105,4.63,High,Normal,Good
776,20,Male,95,4.99,High,Hot,Good
777,59,Female,79,2.0,Low,Normal,Poor
778,68,Female,108,3.13,Moderate,Normal,Poor
779,66,Female,65,1.5,Low,Cold,Poor
780,22,Female,48,1.5,Moderate,Cold,Good
781,56,Female,79,3.21,Moderate,Hot,Good
782,53,Male,85,3.11,Moderate,Hot,Good
783,61,Male,104,2.42,Low,Cold,Poor
784,37,Male,68,2.71,High,Cold,Good
785,38,Male,74,2.7,High,Cold,Good
786,59,Female,74,3.16,High,Hot,Good
787,24,Female,79,2.15,Low,Normal,Poor
788,31,Male,54,3.09,High,Hot,Good
789,48,Female,88,2.0,Low,Cold,Poor
790,53,Female,100,3.45,Moderate,Hot,Good
791,35,Male,101,3.58,High,Cold,Good
792,67,Male,77,1.98,Low,Cold,Poor
793,23,Male,59,1.99,High,Cold,Good
794,28,Female,64,2.25,Low,Hot,Good
795,65,Female,65,1.5,Moderate,Cold,Poor
796,61,Female,58,3.37,High,Hot,Good
797,38,Male,47,1.64,Low,Normal,Good
798,54,Female,93,2.45,Low,Normal,Poor
799,42,Male,56,3.23,High,Hot,Good
800,58,Male,77,2.86,Moderate,Hot,Good
801,21,Female,77,2.33,Low,Normal,Good
802,51,Male,72,2.08,Low,Normal,Poor
803,58,Male,83,2.1,Low,Cold,Poor
804,34,Female,109,3.7,Moderate,Normal,Good
805,22,Female,46,1.74,Moderate,Cold,Good
806,19,Female,60,1.5,Low,Cold,Poor
807,56,Female,84,3.53,High,Hot,Good
808,27,Female,108,4.53,High,Normal,Good
809,66,Male,108,4.48,High,Hot,Good
810,38,Male,64,1.96,Low,Normal,Good
811,21,Female,59,1.67,Moderate,Cold,Poor
812,38,Male,58,2.18,Low,Hot,Good
813,58,Male,84,3.4,Low,Hot,Good
814,43,Male,107,4.46,Moderate,Hot,Good
815,20,Male,88,4.38,High,Hot,Good
816,69,Female,50,2.77,High,Hot,Good
817,40,Female,94,2.41,Low,Normal,Poor
818,22,Female,95,3.75,Moderate,Hot,Good
819,29,Male,52,1.5,Low,Cold,Poor
820,45,Female,85,3.63,High,Normal,Good
821,38,Female,99,4.11,High,Normal,Good
822,32,Female,92,3.86,Low,Hot,Good
823,35,Female,86,2.23,Low,Cold,Poor
824,23,Male,56,1.85,Moderate,Normal,Good
825,33,Male,47,2.97,High,Hot,Good
826,44,Female,84,3.23,Low,Hot,Good
827,45,Male,45,1.5,Low,Cold,Good
828,25,Male,76,2.13,Low,Cold,Poor
829,60,Male,48,2.64,Moderate,Hot,Good
830,63,Male,63,2.67,Low,Hot,Good
831,29,Female,55,2.36,High,Cold,Good
832,33,Male,45,2.27,High,Normal,Good
833,38,Female,74,3.05,Low,Hot,Good
834,21,Female,72,3.24,High,Cold,Good
835,48,Male,103,2.95,Moderate,Cold,Poor
836,44,Male,69,1.66,Low,Normal,Poor
837,21,Male,69,3.59,Moderate,Hot,Good
838,43,Male,49,1.94,Low,Normal,Good
839,45,Male,53,2.91,High,Normal,Good
840,67,Female,50,1.5,Low,Cold,Good
841,61,Female,55,1.5,Low,Cold,Poor
842,61,Female,47,1.99,Moderate,Normal,Good
843,47,Male,65,2.56,High,Normal,Good
844,43,Female,106,5.1,High,Hot,Good
845,52,Male,96,3.69,High,Cold,Good
846,68,Female,91,3.32,Moderate,Hot,Good
847,28,Male,101,2.97,Low,Normal,Poor
848,39,Male,61,1.87,Low,Cold,Good
849,28,Female,59,1.5,Low,Cold,Poor
850,50,Male,60,1.5,Low,Cold,Poor
851,52,Female,84,2.42,High,Cold,Poor
852,64,Male,83,2.56,High,Cold,Good
853,37,Female,45,3.39,High,Hot,Good
854,40,Female,107,4.05,High,Normal,Good
855,42,Female,91,3.54,High,Normal,Good
856,38,Male,101,2.53,Low,Cold,Poor
857,63,Female,58,1.54,Low,Cold,Poor
858,34,Female,83,4.0,Moderate,Hot,Good
859,30,Male,50,1.67,Low,Normal,Good
860,40,Male,103,3.7,High,Normal,Good
861,63,Male,82,1.59,Low,Cold,Poor
862,25,Female,106,3.76,High,Cold,Good
863,47,Female,69,2.49,Moderate,Normal,Good
864,31,Male,70,2.27,Low,Cold,Good
865,39,Female,92,3.17,Moderate,Cold,Good
866,63,Female,95,2.88,Low,Normal,Good
867,36,Female,72,3.38,High,Hot,Good
868,24,Male,107,2.97,Low,Cold,Poor
869,36,Male,91,2.68,Low,Normal,Poor
870,55,Female,97,2.35,Low,Cold,Poor
871,57,Male,74,3.17,High,Hot,Good
872,50,Male,96,3.38,High,Cold,Good
873,28,Female,97,2.41,Low,Cold,Poor
874,31,Female,85,3.3,Moderate,Hot,Good
875,21,Female,52,2.64,High,Cold,Good
876,63,Male,85,3.24,Moderate,Normal,Good
877,33,Male,106,3.47,Low,Normal,Good
878,47,Male,56,2.46,Low,Hot,Good
879,63,Male,94,2.29,Low,Cold,Poor
880,38,Male,92,3.79,High,Cold,Good
881,20,Male,88,2.45,Moderate,Cold,Poor
882,26,Male,105,3.88,Moderate,Hot,Good
883,52,Female,109,3.2,Low,Hot,Poor
884,40,Female,91,2.31,Low,Normal,Poor
885,29,Female,90,3.97,High,Normal,Good
886,58,Female,63,2.18,Moderate,Cold,Good
887,46,Male,66,2.79,Low,Hot,Good
888,68,Female,82,3.45,Moderate,Hot,Good
889,46,Female,95,3.29,High,Cold,Good
890,24,Male,72,1.89,Low,Normal,Poor
891,29,Female,89,3.84,Low,Hot,Good
892,61,Male,78,2.51,Moderate,Normal,Good
893,58,Female,45,1.5,Low,Normal,Good
894,55,Female,50,3.29,High,Hot,Good
895,35,Male,61,3.07,High,Hot,Good
896,23,Female,71,2.47,Low,Hot,Good
897,59,Female,109,3.12,Moderate,Cold,Poor
898,62,Male,84,3.89,High,Hot,Good
899,65,Male,100,4.49,High,Hot,Good
900,55,Female,93,2.0,Low,Normal,Poor
901,25,Female,87,3.65,High,Cold,Good
902,50,Female,83,2.79,Low,Normal,Good
903,66,Male,108,2.65,Low,Cold,Poor
904,60,Male,98,4.27,Moderate,Hot,Good
905,26,Female,81,3.91,High,Hot,Good
906,34,Male,65,2.5,Low,Hot,Good
907,56,Male,99,3.74,High,Cold,Good
908,30,Male,108,3.94,Moderate,Normal,Good
909,36,Female,55,2.28,High,Normal,Good
910,63,Female,89,2.96,Low,Hot,Good
911,61,Male,63,1.5,Low,Cold,Poor
912,25,Male,105,5.06,High,Hot,Good
913,29,Female,105,4.16,Moderate,Hot,Good
914,62,Female,52,1.82,Moderate,Cold,Good
915,63,Male,74,1.88,Moderate,Cold,Poor
916,40,Female,93,3.59,High,Cold,Good
917,35,Male,62,2.17,High,Cold,Good
918,47,Female,77,2.47,Moderate,Cold,Good
919,35,Female,63,2.49,Moderate,Normal,Good
920,57,Male,59,2.22,Moderate,Normal,Good
921,19,Female,107,5.06,High,Hot,Good
922,27,Male,95,3.64,High,Cold,Good
923,27,Male,58,3.08,Moderate,Hot,Good
924,26,Female,83,2.86,Low,Normal,Good
925,37,Male,71,3.07,Low,Hot,Good
926,46,Female,82,3.49,High,Cold,Good
927,47,Male,84,3.54,Low,Hot,Good
928,58,Female,56,1.88,High,Cold,Good
929,18,Female,99,4.25,Moderate,Hot,Good
930,43,Male,106,3.24,Low,Normal,Good
931,48,Female,69,2.5,Moderate,Cold,Good
932,55,Female,72,2.45,Low,Hot,Good
933,60,Male,62,2.66,Moderate,Hot,Good
934,62,Male,97,3.67,High,Cold,Good
935,47,Male,104,2.55,Low,Cold,Poor
936,49,Male,72,3.24,High,Normal,Good
937,58,Female,107,3.51,High,Normal,Good
938,28,Male,92,2.47,Moderate,Cold,Poor
939,53,Male,77,2.54,Moderate,Normal,Good
940,51,Male,100,3.57,Moderate,Hot,Good
941,24,Female,81,3.32,Moderate,Normal,Good
942,18,Female,91,3.08,High,Cold,Good
943,46,Female,104,4.0,High,Normal,Good
944,52,Male,87,2.7,Moderate,Normal,Good
945,44,Female,55,2.46,High,Normal,Good
946,55,Female,108,3.55,Moderate,Normal,Good
947,51,Male,92,2.18,Low,Normal,Poor
948,29,Male,109,4.08,Moderate,Hot,Good
949,66,Male,94,2.51,Low,Normal,Poor
950,41,Male,103,3.82,Low,Hot,Good
951,62,Female,48,1.74,High,Normal,Good
952,63,Female,108,3.55,High,Cold,Good
953,68,Male,94,3.03,Low,Hot,Good
954,32,Male,74,1.85,Low,Normal,Poor
955,54,Male,86,2.35,Moderate,Cold,Poor
956,52,Male,50,1.5,Low,Normal,Good
957,26,Female,73,1.68,Low,Cold,Poor
958,64,Male,61,1.92,Moderate,Normal,Good
959,65,Male,66,2.72,High,Normal,Good
960,54,Female,93,3.72,Moderate,Hot,Good
961,62,Female,97,4.64,High,Hot,Good
962,68,Female,47,2.61,High,Hot,Good
963,49,Male,95,2.73,Moderate,Cold,Poor
964,38,Female,90,3.08,Moderate,Cold,Good
965,38,Male,88,4.17,Moderate,Hot,Good
966,21,Male,45,2.13,Low,Hot,Good
967,41,Female,57,2.54,High,Cold,Good
968,28,Female,95,3.83,High,Cold,Good
969,52,Female,68,3.06,Moderate,Hot,Good
970,54,Female,52,1.8,High,Normal,Good
971,34,Male,80,3.81,High,Normal,Good
972,44,Male,55,2.2,High,Cold,Good
973,64,Female,56,2.62,High,Hot,Good
974,28,Female,49,2.96,Moderate,Hot,Good
975,37,Female,85,4.63,High,Hot,Good
976,29,Female,61,2.78,Moderate,Normal,Good
977,43,Female,92,2.85,Moderate,Normal,Good
978,69,Female,99,2.75,Moderate,Cold,Poor
979,55,Male,77,1.77,Low,Cold,Poor
980,40,Female,59,2.58,Low,Hot,Good
981,68,Male,95,3.94,High,Normal,Good
982,44,Female,95,3.95,High,Normal,Good
983,64,Female,48,1.95,Moderate,Normal,Good
984,52,Female,92,2.66,Low,Cold,Poor
985,25,Female,89,3.81,Moderate,Hot,Good
986,66,Female,63,1.5,Low,Normal,Poor
987,20,Female,103,3.32,High,Cold,Good
988,64,Male,105,3.98,High,Cold,Good
989,33,Male,66,2.67,Moderate,Normal,Good
990,60,Male,98,3.87,Moderate,Hot,Good
991,38,Female,85,2.83,Moderate,Normal,Good
992,47,Male,101,3.82,Moderate,Normal,Good
993,52,Female,63,1.5,Moderate,Cold,Poor
994,43,Male,74,2.43,Low,Hot,Good
995,18,Female,80,3.43,High,Cold,Good
996,18,Female,59,2.11,Low,Hot,Good
997,57,Female,52,2.23,Low,Hot,Good
998,26,Male,45,1.7,Low,Normal,Good
999,19,Female,107,2.8,Low,Normal,Poor
1000,26,Female,78,1.62,Low,Cold,Poor
1001,21,Male,74,1.74,Low,Normal,Poor
1002,28,Male,47,1.74,Moderate,Cold,Good
1003,30,Female,89,4.07,Moderate,Hot,Good
1004,62,Male,105,2.95,Moderate,Normal,Poor
1005,55,Male,60,3.38,High,Hot,Good
1006,34,Female,78,2.63,Low,Normal,Good
1007,33,Female,104,3.47,Low,Hot,Good
1008,43,Female,57,3.08,Moderate,Hot,Good
1009,48,Female,78,3.82,High,Hot,Good
1010,25,Male,99,4.08,High,Cold,Good
1011,46,Female,97,3.45,Moderate,Cold,Good
1012,34,Male,74,2.9,Moderate,Cold,Good
1013,38,Female,63,3.45,High,Hot,Good
1014,42,Female,75,2.34,Low,Cold,Good
1015,40,Male,76,2.93,High,Cold,Good
1016,27,Female,98,3.21,Low,Hot,Good
1017,49,Female,58,2.2,Moderate,Normal,Good
1018,63,Male,97,3.41,Moderate,Normal,Good
1019,39,Female,74,1.94,Low,Cold,Poor
1020,30,Female,103,4.07,Low,Hot,Good
1021,35,Male,56,2.38,Low,Hot,Good
1022,31,Female,78,2.97,High,Normal,Good
1023,51,Female,93,2.31,Low,Normal,Poor
1024,48,Female,70,4.02,High,Hot,Good
1025,39,Female,82,3.56,Low,Hot,Good
1026,41,Female,94,4.49,High,Hot,Good
1027,23,Male,88,4.08,Moderate,Hot,Good
1028,46,Male,72,3.46,High,Hot,Good
1029,18,Male,63,3.15,Moderate,Hot,Good
1030,51,Female,88,3.41,High,Normal,Good
1031,35,Male,59,2.91,Low,Hot,Good
1032,36,Male,93,2.67,Low,Normal,Poor
1033,29,Male,95,3.14,Low,Hot,Good
1034,40,Female,73,2.28,Moderate,Cold,Good
1035,44,Female,99,3.47,High,Normal,Good
1036,40,Female,65,3.53,Moderate,Hot,Good
1037,54,Male,77,2.49,High,Cold,Good
1038,28,Female,61,3.71,High,Hot,Good
1039,42,Female,65,3.63,High,Hot,Good
1040,36,Female,56,2.88,High,Cold,Good
1041,34,Female,92,4.35,High,Hot,Good
1042,58,Male,91,2.74,High,Cold,Good
1043,31,Male,57,2.33,High,Cold,Good
1044,30,Female,75,2.67,Moderate,Cold,Good
1045,26,Male,82,3.63,Moderate,Hot,Good
1046,39,Male,89,1.91,Low,Cold,Poor
1047,26,Male,52,2.41,Low,Hot,Good
1048,35,Male,47,2.23,High,Normal,Good
1049,61,Female,88,2.74,Moderate,Normal,Good
1050,57,Male,98,4.04,High,Hot,Good
1051,53,Male,65,3.14,High,Hot,Good
1052,52,Female,57,1.5,Low,Cold,Poor
1053,27,Male,97,2.38,Low,Cold,Poor
1054,27,Female,90,3.64,Moderate,Hot,Good
1055,55,Male,68,2.78,Low,Hot,Good
1056,34,Male,58,2.15,Moderate,Normal,Good
1057,42,Male,47,2.01,High,Cold,Good
1058,34,Male,56,2.48,High,Cold,Good
1059,41,Male,73,2.65,Moderate,Normal,Good
1060,53,Female,104,4.42,High,Hot,Good
1061,18,Female,72,1.63,Low,Cold,Poor
1062,34,Female,102,3.12,Low,Cold,Good
1063,59,Female,103,4.37,High,Hot,Good
1064,58,Male,78,1.5,Low,Cold,Poor
1065,24,Female,69,2.34,Low,Normal,Good
1066,24,Female,101,3.1,Moderate,Cold,Good
1067,33,Male,87,3.27,Moderate,Normal,Good
1068,30,Female,51,2.61,Low,Hot,Good
1069,68,Male,76,2.58,Moderate,Cold,Good
1070,50,Female,89,2.57,Low,Normal,Poor
1071,21,Male,73,1.62,Low,Cold,Poor
1072,51,Male,72,2.53,High,Cold,Good
1073,40,Male,88,3.9,High,Hot,Good
1074,43,Female,53,2.33,High,Normal,Good
1075,49,Male,94,3.16,Moderate,Cold,Good
1076,49,Female,72,2.14,Low,Cold,Poor
1077,34,Male,103,4.02,High,Cold,Good
1078,24,Male,101,3.15,Low,Normal,Good
1079,27,Female,89,3.15,Low,Hot,Good
1080,30,Male,97,2.64,Low,Cold,Poor
1081,21,Male,72,2.3,Low,Normal,Good
1082,18,Female,93,4.24,High,Normal,Good
1083,55,Male,98,4.31,High,Hot,Good
1084,64,Female,75,3.16,High,Normal,Good
1085,67,Female,70,2.15,High,Cold,Good
1086,22,Female,96,3.31,Low,Hot,Good
1087,50,Male,94,3.32,High,Cold,Good
1088,51,Female,59,1.82,Moderate,Normal,Good
1089,38,Female,90,3.48,Moderate,Hot,Good
1090,55,Male,106,3.89,Low,Hot,Good
1091,35,Female,90,3.63,High,Normal,Good
1092,47,Female,47,2.78,High,Hot,Good
1093,46,Female,52,1.97,Low,Hot,Good
1094,60,Male,77,3.35,High,Hot,Good
1095,28,Female,94,3.87,Low,Hot,Good
1096,45,Female,85,2.95,High,Cold,Good
1097,52,Male,92,2.87,Moderate,Normal,Good
1098,43,Male,106,4.25,High,Normal,Good
1099,28,Female,62,2.15,Moderate,Cold,Good
1100,55,Male,70,1.81,Moderate,Normal,Poor
1101,61,Female,73,3.5,Moderate,Hot,Good
1102,51,Male,61,2.99,High,Normal,Good
1103,33,Male,78,3.3,Low,Hot,Good
1104,30,Female,52,2.03,Moderate,Cold,Good
1105,53,Male,109,2.63,Low,Cold,Poor
1106,34,Female,103,3.55,Low,Normal,Good
1107,67,Male,88,3.05,Moderate,Hot,Good
1108,27,Male,80,2.26,Low,Normal,Poor
1109,45,Female,86,3.58,Low,Hot,Good
1110,38,Male,86,3.4,High,Normal,Good
1111,19,Female,99,3.4,Moderate,Cold,Good
1112,44,Male,66,1.91,Low,Normal,Poor
1113,46,Male,57,1.91,Low,Hot,Good
1114,53,Male,53,1.5,Moderate,Normal,Poor
1115,44,Male,78,4.03,Moderate,Hot,Good
1116,49,Male,64,3.17,High,Normal,Good
1117,52,Female,61,3.52,High,Hot,Good
1118,69,Female,97,3.17,High,Cold,Good
1119,21,Female,109,3.71,High,Cold,Good
1120,43,Female,64,2.22,Low,Hot,Good
1121,27,Female,103,3.81,High,Normal,Good
1122,58,Female,49,1.5,Moderate,Cold,Good
1123,34,Male,66,3.05,High,Cold,Good
1124,62,Female,85,2.4,Low,Cold,Poor
1125,22,Female,55,2.91,Moderate,Hot,Good
1126,38,Male,70,3.14,Low,Hot,Good
1127,62,Female,104,4.45,High,Hot,Good
1128,24,Male,70,2.49,Low,Normal,Good
1129,38,Male,48,2.96,Moderate,Hot,Good
1130,37,Male,59,1.51,Low,Cold,Poor
1131,62,Female,52,1.65,Low,Hot,Good
1132,36,Female,90,3.41,High,Normal,Good
1133,44,Male,59,1.85,Low,Cold,Good
1134,18,Male,68,2.37,Low,Normal,Good
1135,53,Male,68,1.79,Moderate,Cold,Poor
1136,21,Male,78,4.42,High,Hot,Good
1137,40,Male,97,2.39,Low,Cold,Poor
1138,40,Male,97,4.18,High,Normal,Good
1139,23,Female,101,3.5,Low,Normal,Good
1140,24,Male,82,3.17,Moderate,Hot,Good
1141,37,Female,47,1.99,Moderate,Cold,Good
1142,39,Male,91,4.12,High,Hot,Good
1143,29,Female,82,3.39,Low,Hot,Good
1144,53,Male,85,3.1,Moderate,Normal,Good
1145,40,Female,102,3.06,Moderate,Cold,Good
1146,54,Male,69,2.72,Moderate,Hot,Good
1147,68,Female,101,2.8,Moderate,Cold,Poor
1148,64,Male,83,2.11,Moderate,Cold,Poor
1149,39,Female,98,3.53,Moderate,Normal,Good
1150,66,Male,60,2.28,Moderate,Hot,Good
1151,48,Female,86,3.49,Low,Hot,Good
1152,51,Female,53,1.76,High,Cold,Good
1153,49,Female,54,2.6,High,Normal,Good
1154,34,Female,92,3.26,Low,Hot,Good
1155,42,Male,65,3.01,High,Normal,Good
1156,66,Male,109,3.88,High,Cold,Good
1157,68,Male,80,3.57,High,Normal,Good
1158,41,Male,59,2.68,Low,Hot,Good
1159,23,Female,45,1.5,Low,Cold,Good
1160,56,Female,101,3.7,Moderate,Hot,Good
1161,58,Male,57,1.82,Low,Hot,Good
1162,37,Female,96,2.74,Moderate,Cold,Poor
1163,34,Female,107,5.17,High,Hot,Good
1164,65,Male,91,2.87,Moderate,Normal,Good
1165,18,Female,59,2.78,High,Normal,Good
1166,49,Male,62,1.5,Low,Cold,Poor
1167,60,Female,79,3.28,High,Hot,Good
1168,50,Male,58,3.08,High,Normal,Good
1169,21,Male,103,3.79,High,Cold,Good
1170,23,Male,93,4.53,High,Hot,Good
1171,18,Female,71,1.81,Low,Cold,Poor
1172,57,Female,57,2.87,High,Normal,Good
1173,52,Female,63,1.69,Moderate,Cold,Poor
1174,60,Male,64,3.5,High,Hot,Good
1175,61,Female,67,2.23,High,Cold,Good
